Applicant_Gender,Owned_Car,Owned_Realty,Total_Income,Applicant_Age,Years_of_Working,Status,Government employee,Hourly/commission employee,Pensioner,Salaried employee,Student,Married,Separated,Single,Widow,Bachelor's degree,High school,Master's degree or higher,Some college,Some high school,Homeowner,Public housing,Renting,With parents
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,1,41580,43,9,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,0,22050,38,14,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22050,38,14,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22050,38,14,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22050,38,14,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22050,38,14,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,18900,43,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,18900,43,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,18900,43,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,18900,43,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,18900,49,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,15750,58,7,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,46,4,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,46,4,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,46,4,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,46,4,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,46,4,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,30,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,37800,30,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,22050,28,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,23310,52,18,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,55,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,31500,40,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,31500,40,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,44100,29,4,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,1,44100,29,4,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,1,22050,40,2,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,1,22050,40,2,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,20790,49,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,28350,31,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,28350,31,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,28350,31,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,28350,31,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,28350,31,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,28350,25,3,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,1,28350,25,3,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,1,1,15750,21,3,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,44100,29,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,1,37800,29,9,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,1,1,37800,29,9,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,1,1,63000,49,2,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,63000,49,2,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,25200,39,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,15750,28,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,15750,28,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,15750,28,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,12600,57,16,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,12600,57,16,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,28350,41,9,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,28350,41,9,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,34650,35,12,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,107100,34,4,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,107100,34,4,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,107100,34,4,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,37800,38,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,37800,38,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,37800,38,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,44100,37,2,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,1,44100,37,2,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
0,1,1,22050,36,12,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,22050,36,12,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,22050,36,12,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,22050,36,12,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,50400,42,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,50400,42,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,15750,25,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,27,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,27,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,44,11,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,44100,44,11,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,44100,44,11,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,44100,44,11,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,44100,44,11,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,25200,54,8,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,36,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,36,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,36,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,36,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,36,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,1,0,32130,51,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,49,16,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,58,24,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,37800,34,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,34,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,34,3,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
